2015-11-13,http://techcrunch.com/2015/11/13/tim-cook-on-apple-employees-refusing-to-let-black-students-enter-store-customer-respect-is-the-foundation-of-everything-apple-does/,aapl
2015-11-12,http://techcrunch.com/2015/11/13/beats-music-to-shut-down-on-november-30/,aapl
2015-11-12,http://techcrunch.com/2015/11/12/f-uxd-apple-says-screen-brightness-app-violates-developer-agreement/,aapl
2015-11-12,http://techcrunch.com/2015/11/12/all-mac-store-apps-stopped-working-due-to-expired-security-certificate/,aapl
2015-11-11,http://techcrunch.com/2015/11/11/apples-encryption-fight-turns-to-the-uk/,aapl
2015-11-11,http://techcrunch.com/2015/11/11/apple-may-launch-venmo-competitor/,aapl
2015-11-10,http://techcrunch.com/2015/11/11/test-2/,aapl
2015-11-10,http://techcrunch.com/2015/11/11/ipad-pro-now-available-to-pre-order/,aapl
2015-11-9,http://techcrunch.com/2015/11/09/china-cracks-down-on-internet-music-services/,aapl
2015-11-9,http://techcrunch.com/2015/11/09/apple-kicks-off-ipad-pro-marketing-with-ads-focused-on-split-screen-and-pencil/,aapl
2015-11-6,http://techcrunch.com/2015/11/06/the-tech-gender-gap-has-only-gotten-worse-but-steve-jobs-contemporaries-think-it-can-be-fixed/,aapl
2015-11-6,http://techcrunch.com/2015/11/06/innovating-in-a-world-of-patent-lawsuits/,aapl
2015-11-6,http://techcrunch.com/2015/11/06/apple-debuts-a-new-shopping-category-on-the-app-store/,aapl
2015-11-5,http://techcrunch.com/2015/11/05/walgreens-becomes-first-retailer-to-integrate-its-loyalty-program-with-apple-pay/,aapl
2015-11-4,http://techcrunch.com/2015/11/04/apple-tv-updated-with-a-new-categories-section/,aapl
2015-11-2,http://techcrunch.com/2015/11/02/apple-adds-a-top-charts-section-to-the-apple-tv-app-store/,aapl
2015-11-2,http://techcrunch.com/2015/11/02/apple-tv-app-store-tops-1000-apps-games-video-apps-dominate-but-discovery-is-a-challenge/,aapl
2015-10-30,http://techcrunch.com/2015/10/30/crunchweek-apple-is-rich-zenefits-versus-adp-and-facebooks-phone-number-battle/,aapl
2015-10-30,http://techcrunch.com/2015/10/30/in-a-rare-move-apple-discounts-the-apple-watch-with-new-iphone-purchases-in-some-stores/,aapl
