date,article,msft
2015-10-21,http://www.ibtimes.com/dell-khosla-join-omidyar-fresh-round-investment-imerit-digital-economy-back-office-2150055,msft,
2015-10-21,http://www.ibtimes.com/press-release/20151021/imerit-raises-35-million-funding-empower-6000-underprivileged-youth-deliver,msft,
2015-10-21,http://www.ibtimes.com/press-release/20151021/global-smart-augmented-reality-ar-glasses-strategic-business-report-2015-2020,msft,
2015-10-21,http://www.ibtimes.com/magic-leap-latest-demo-shows-potential-augmented-reality-it-prepares-ship-millions-2149943,msft,
2015-10-21,http://www.ibtimes.com/press-release/20151021/wilson-legal-solutions-appoints-suki-sahansara-grow-emea-professional,msft,
2015-10-20,http://www.ibtimes.com/yahoo-inc-yhoo-q3-2015-earnings-yahoo-enters-search-advertising-agreement-google-2149240,msft,
2015-10-20,http://www.ibtimes.com/press-release/20151020/united-states-storage-service-market-2015-2019-market-grow-cagr-334-2149120,msft,
2015-10-20,http://www.ibtimes.com/business-moneyball-companies-embrace-data-analytics-maximize-profits-find-employees-2147492,msft,
2015-10-20,http://www.ibtimes.com/surface-pro-4-microsofts-fastest-selling-biz-tablet-takes-ipad-pro-battle-enterprise-2148440,msft,
2015-10-20,http://www.ibtimes.com/press-release/20151020/lex-machina-unveils-suite-custom-insights-appstm-2148386,msft,
2015-10-20,http://www.ibtimes.com/rubio-silicon-valley-tech-political-donations-flow-heavily-florida-senator-hillary-2129044,msft,
2015-10-20,http://www.ibtimes.com/microsoft-surface-book-release-preorder-update-1tb-storage-variant-priced-3199-2147775,msft,
2015-10-20,http://www.ibtimes.com/microsoft-lumia-950-vs-xiaomi-mi-5-comparison-specs-features-price-release-date-2147773,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/global-web-conferencing-industry-reportlinker-review-2147716,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/global-3d-sensors-industry-reportlinker-review-2147719,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/global-multi-factor-authentication-mfa-industry-2147308,msft,
2015-10-19,http://www.ibtimes.com/tech-earnings-preview-ibm-corp-ibm-microsoft-msft-apple-aapl-face-china-slump-2147029,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/global-3d-motion-capture-system-market-2015-forecasts-2020-79-million,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/bloomberg-bna-host-big-law-business-diversity-inclusion-conferences-2146819,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/attunity-expands-partnership-teradata-2146533,msft,
2015-10-19,http://www.ibtimes.com/windows-10-leaked-build-asks-users-give-microsoft-apps-chance-2146210,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/web-conferencing-global-strategic-business-report-2015-2020-vendors-turn,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/global-memory-computing-imc-strategic-business-report-2015-2020-imc-driving,msft,
2015-10-19,http://www.ibtimes.com/microsoft-lumia-950-lumia-950-xl-release-update-verizon-might-block-devices-its-2146053,msft,
2015-10-19,http://www.ibtimes.com/press-release/20151019/akamai-content-security-meets-farncombes-standards-secure-ott-delivery,msft,
2015-10-19,http://www.ibtimes.com/intel-chips-set-power-iphone-7-microsofts-surface-smartphone-2145992,msft,
2015-10-18,http://www.ibtimes.com/obama-meet-fortune-500-ceos-boost-support-climate-change-efforts-2145786,msft,
2015-10-18,http://www.ibtimes.com/virtual-reality-should-you-buy-samsung-gear-google-cardboard-or-osvr-hacker-dev-kit-2142308,msft,
2015-10-18,http://www.ibtimes.com/press-release/20151018/worlds-biggest-mobile-electronics-sourcing-show-opens-today-2145446,msft,
2015-10-16,http://www.ibtimes.com/press-release/20151016/beyond20-advisors-speak-agile-itil-fusion-15-2144811,msft,
2015-10-16,http://www.ibtimes.com/press-release/20151016/microsoft-announces-quarterly-earnings-release-date-2144814,msft,
2015-10-16,http://www.ibtimes.com/press-release/20151016/microsoft-dynamics-gp-user-group-announces-2015-award-recipients-2144730,msft,
2015-10-16,http://www.ibtimes.com/what-groupme-racial-profiling-prevalent-mobile-app-used-shopkeepers-racially-profile-2144554,msft,
2015-10-16,http://www.ibtimes.com/steve-ballmer-bets-big-twitter-reveals-hes-accumulated-4-stake-company-2144534,msft,
2015-10-16,http://www.ibtimes.com/press-release/20151016/rasmussen-college-strengthens-commitment-providing-affordable-degree-options,msft,
2015-10-16,http://www.ibtimes.com/press-release/20151016/covered-call-alerts-peabody-energy-microsoft-etsy-inc-jetblue-taser,msft,
2015-10-16,http://www.ibtimes.com/your-future-iphone-camera-could-be-able-take-pictures-whats-under-your-skin-2143887,msft,
2015-10-16,http://www.ibtimes.com/new-xbox-one-experience-previewers-will-get-many-fixes-microsoft-reveals-new-weekly-2143356,msft,
2015-10-16,http://www.ibtimes.com/press-release/20151016/enterprise-applications-market-technology-trends-reviewed-2015-strategic,msft,
2015-10-15,http://www.ibtimes.com/tech-giants-facebook-google-yahoo-speak-out-against-cyber-security-bill-cisa-due-us-2142467,msft,
2015-10-15,http://www.ibtimes.com/press-release/20151015/incubated-ayzenberg-ion-moves-its-own-headquarters-hires-francesca-forgach,msft,
2015-10-15,http://www.ibtimes.com/press-release/20151015/curtis-kopf-joins-premera-blue-cross-vice-president-customer-experience,msft,
2015-10-15,http://www.ibtimes.com/press-release/20151015/xbox-youtube-team-one-kind-halo-5-guardians-launch-celebration-2142341,msft,
2015-10-15,http://www.ibtimes.com/yahoo-wants-kill-password-account-key-feature-yahoo-mail-2141759,msft,
2015-10-14,http://www.ibtimes.com/bernie-sanders-loves-denmark-why-2016-democratic-hopeful-keeps-talking-about-2141511,msft,
2015-10-14,http://www.ibtimes.com/next-major-windows-10-update-threshold-2-will-make-upgrading-older-versions-whole-lot-2141328,msft,
2015-10-14,http://www.ibtimes.com/dridex-everything-you-need-know-about-evil-corp-malware-stealing-millions-bank-2141296,msft,
2015-10-14,http://www.ibtimes.com/surface-book-preorders-sell-out-microsoft-store-its-still-available-amazoncom-2141209,msft,
2015-10-14,http://www.ibtimes.com/tinder-diversity-can-code-help-silicon-valley-find-retain-minority-engineers-2133094,msft,
2015-10-14,http://www.ibtimes.com/press-release/20151014/ciresons-innovate-15-comes-close-spurs-interest-excitement-innovate-16,msft,
2015-10-14,http://www.ibtimes.com/taylor-swift-lands-2016-met-gala-hosting-gig-co-host-event-other-stars-2140713,msft,
2015-10-14,http://www.ibtimes.com/press-release/20151014/mindlink-good-offers-secure-mobile-collaboration-lync-skype-business-2140842,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/global-data-center-networking-industry-reportlinker-review-2140452,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/global-business-process-service-bpaas-industry-reportlinker-review-2140455,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/emms-inc-secures-over-2-million-series-funding-2140387,msft,
2015-10-13,http://www.ibtimes.com/surface-pro-4-release-coming-amazon-sellers-are-slashing-price-microsoft-surface-pro-2139806,msft,
2015-10-13,http://www.ibtimes.com/hackers-increasingly-target-cloud-rackspace-turns-military-vet-cyberwar-experience-2139057,msft,
2015-10-13,http://www.ibtimes.com/massive-windows-10-update-coming-heres-what-you-need-know-about-windows-redstone-2139331,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/tufins-orchestration-suite-r15-3-delivers-unparalleled-visibility-compliance,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/screenless-display-market-type-application-vertical-geography-global,msft,
2015-10-13,http://www.ibtimes.com/touch-id-fingerprint-reader-patent-future-macbook-granted-apple-inc-2139179,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/dh2i-named-2015-svc-awards-products-year-finalist-2139201,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/big-data-service-market-2015-global-forecast-2020-2139097,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/al-angrisani-joins-mobee-board-directors-2139100,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/bizbash-unveils-2015-list-most-innovative-meetings-2139000,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/attunity-report-third-quarter-2015-results-november-4-2015-2139058,msft,
2015-10-13,http://www.ibtimes.com/microsoft-lumia-950-xl-vs-xiaomi-mi-note-pro-specs-features-price-faceoff-2138811,msft,
2015-10-13,http://www.ibtimes.com/how-stop-windows-10-spying-you-2138659,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/mixed-results-business-smartphone-tablet-shipments-q2-2015-2138735,msft,
2015-10-13,http://www.ibtimes.com/press-release/20151013/greenply-optimizes-sap-hana-investment-commvault-align-it-initiatives,msft,
2015-10-12,http://www.ibtimes.com/press-release/20151012/assuritive-announces-support-microsoft-hyper-v-veeam-version-9-2138193,msft,
2015-11-12,http://www.bloomberg.com/news/articles/2015-11-12/activist-valueact-sells-25-of-microsoft-shares-after-stock-rise,msft,
2015-11-12,http://www.bloomberg.com/news/articles/2015-11-12/kinect-s-rapid-decline-schools-microsoft-on-how-not-to-pitch-hololens,msft,
2015-11-11,http://www.thestreet.com/story/13361167/1/microsoft-msft-stock-climbing-in-pre-market-trading-on-price-target-boost.html?puc=bloomberg&cm_ven=BLOOMBERG,msft,
2015-11-10,http://www.thestreet.com/story/13359874/1/qcom-intc-and-msft-pushing-technology-sector-downward.html?puc=bloomberg&cm_ven=BLOOMBERG,msft,
2015-11-10,http://www.thestreet.com/story/13359188/1/microsoft-msft-stock-higher-as-analysts-applaud-halo-5.html?puc=bloomberg&cm_ven=BLOOMBERG,msft,
2015-11-10,http://www.thestreet.com/story/13359066/1/analysts-actions-walt-disney-microsoft-autodesk.html?puc=bloomberg&cm_ven=BLOOMBERG,msft,
2015-11-10,http://www.bloomberg.com/news/articles/2015-11-10/microsoft-offers-cloud-services-from-data-centers-based-in-u-k-,msft,
2015-11-09,http://www.thestreet.com/story/13357655/1/how-will-microsoft-msft-stock-react-to-77-5-million-secure-islands-acquisition.html?puc=bloomberg&cm_ven=BLOOMBERG,msft,
2015-11-05,http://www.bloomberg.com/news/articles/2015-11-05/facebook-nabs-microsoft-researchers-for-new-virtual-reality-team,msft,
2015-11-05,http://www.bloomberg.com/news/articles/2015-11-05/microsoft-wants-to-be-loved,msft,
2015-11-04,http://www.bloomberg.com/news/articles/2015-11-04/snb-s-stake-in-apple-microsoft-exxon-rose-in-third-quarter,msft,
2015-11-03,http://www.bloomberg.com/news/articles/2015-11-04/apple-google-microsoft-among-best-companies-protecting-climate,msft,
2015-10-29,http://www.bloomberg.com/news/articles/2015-10-29/microsoft-said-returning-to-bond-market-with-seven-part-offering,msft,
2015-10-28,http://www.bloomberg.com/news/articles/2015-10-28/the-no-3-apple-ios-e-mail-program-is-microsoft-s-outlook,msft,
2015-10-26,http://www.bloomberg.com/news/videos/2015-10-26/microsoft-and-amazon-biggest-competition-to-oracle,msft,
2015-10-23,http://www.bloomberg.com/news/articles/2015-10-22/microsoft-s-first-quarter-profit-tops-estimates-on-cloud-growth,msft,
2015-10-23,http://www.bloomberg.com/news/articles/2015-10-23/the-cloud-is-raining-cash-on-amazon-google-and-microsoft,msft,
2015-10-23,http://www.bloomberg.com/news/articles/2015-10-23/ballmer-says-microsoft-has-advantage-over-amazon-in-hiring,msft,
2015-10-23,http://www.bloomberg.com/news/videos/2015-10-23/ballmer-intense-competition-between-microsoft-amazon,msft,
2015-10-23,http://www.bloomberg.com/news/articles/2015-10-23/-100-billion-rally-coming-in-google-microsoft-amazon-shares,msft,
2015-11-10,http://techcrunch.com/2015/11/11/microsoft-trustee-model-for-cloud-mistrust/,msft
2015-11-08,http://techcrunch.com/2015/11/09/microsoft-goes-for-another-israeli-security-firm-buying-secure-islands/,msft
2015-11-06,http://techcrunch.com/2015/11/06/peggy-johnson-microsofts-deal-boss-on-reaching-silicon-valley/,msft
2015-11-05,http://techcrunch.com/2015/11/05/microsoft-acquires-mobile-data-labs-the-company-behind-mileage-tracking-app-mileiq/,msft
2015-11-03,http://techcrunch.com/2015/11/04/microsoft-readies-its-cortana-for-ios-beta-promises-invites-in-weeks/,msft
2015-10-29,http://techcrunch.com/2015/10/29/microsoft-integrates-skype-with-office-online-rolls-out-an-office-chrome-extension/,msft
2015-10-28,http://techcrunch.com/2015/10/28/microsoft-partners-with-consensys-to-use-ethereum-to-provide-blockchain-as-a-service/,msft
2015-10-28,http://techcrunch.com/2015/10/28/microsoft-officially-unveils-its-arrow-launcher-for-android/,msft
2015-10-28,http://techcrunch.com/2015/10/28/microsoft-to-shut-down-sunrise-mobile-calendar-after-integration-into-outlook-completes/,msft
2015-10-23,http://techcrunch.com/2015/10/23/tech-mostly-puts-points-on-the-board/,msft
2015-10-23,http://techcrunch.com/2015/10/23/13-techcrunch-stories-you-dont-want-to-miss-this-week-22/,msft
2015-10-22,http://techcrunch.com/2015/10/22/bing-is-profitable/,msft
2015-10-22,http://techcrunch.com/2015/10/22/microsoft-jumps-6-on-profit-revenue-beat-in-its-fq1/,msft
2015-10-20,http://techcrunch.com/2015/10/20/google-to-the-yahoo-rescue/,msft
2015-10-19,http://techcrunch.com/2015/10/19/hackathon-challenges-developers-to-make-a-difference-in-ag/,msft
2015-10-19,http://techcrunch.com/2015/10/19/google-goes-after-microsoft-ibm-by-making-google-apps-for-work-free-while-customers-still-under-competitors-contract/,msft
2015-10-15,http://techcrunch.com/2015/10/15/skype-now-lets-anyone-join-a-chat-even-if-they-dont-have-an-account/,msft
2015-10-14,http://techcrunch.com/2015/10/14/microsofts-skype-for-business-ios-app-now-available-to-all/,msft
